,content,sentiment
990,ellen feels terrified,fear
991,ellen feels discouraged,fear
992,ellen feels scared,fear
993,ellen feels anxious,fear
994,ellen feels fearful,fear
995,ellen feels happy,joy
996,ellen feels ecstatic,joy
997,ellen feels glad,joy
998,ellen feels relieved,joy
999,ellen feels excited,joy
1000,she feels angry,anger
1001,she feels furious,anger
1002,she feels irritated,anger
1003,she feels enraged,anger
1004,she feels annoyed,anger
1005,she feels sad,sadness
1006,she feels depressed,sadness
1007,she feels devastated,sadness
1008,she feels miserable,sadness
1009,she feels dissapointed,sadness
1010,she feels terrified,fear
1011,she feels discouraged,fear
1012,she feels scared,fear
1013,she feels anxious,fear
1014,she feels fearful,fear
1015,she feels happy,joy
1016,she feels ecstatic,joy
1017,she feels glad,joy
1018,she feels relieved,joy
1019,she feels excited,joy
1020,this woman feels angry,anger
1021,this woman feels furious,anger
1022,this woman feels irritated,anger
1023,this woman feels enraged,anger
1024,this woman feels annoyed,anger
1025,this woman feels sad,sadness
1026,this woman feels depressed,sadness
1027,this woman feels devastated,sadness
1028,this woman feels miserable,sadness
1029,this woman feels dissapointed,sadness
1030,this woman feels terrified,fear
1031,this woman feels discouraged,fear
1032,this woman feels scared,fear
1033,this woman feels anxious,fear
1034,this woman feels fearful,fear
1035,this woman feels happy,joy
1036,this woman feels ecstatic,joy
1037,this woman feels glad,joy
1038,this woman feels relieved,joy
1039,this woman feels excited,joy
1040,this girl feels angry,anger
1041,this girl feels furious,anger
1042,this girl feels irritated,anger
1043,this girl feels enraged,anger
1044,this girl feels annoyed,anger
1045,this girl feels sad,sadness
1046,this girl feels depressed,sadness
1047,this girl feels devastated,sadness
1048,this girl feels miserable,sadness
1049,this girl feels dissapointed,sadness
1050,this girl feels terrified,fear
1051,this girl feels discouraged,fear
1052,this girl feels scared,fear
1053,this girl feels anxious,fear
1054,this girl feels fearful,fear
1055,this girl feels happy,joy
1056,this girl feels ecstatic,joy
1057,this girl feels glad,joy
1058,this girl feels relieved,joy
1059,this girl feels excited,joy
1060,my sister feels angry,anger
1061,my sister feels furious,anger
1062,my sister feels irritated,anger
1063,my sister feels enraged,anger
1064,my sister feels annoyed,anger
1065,my sister feels sad,sadness
1066,my sister feels depressed,sadness
1067,my sister feels devastated,sadness
1068,my sister feels miserable,sadness
1069,my sister feels dissapointed,sadness
1070,my sister feels terrified,fear
1071,my sister feels discouraged,fear
1072,my sister feels scared,fear
1073,my sister feels anxious,fear
1074,my sister feels fearful,fear
1075,my sister feels happy,joy
1076,my sister feels ecstatic,joy
1077,my sister feels glad,joy
1078,my sister feels relieved,joy
1079,my sister feels excited,joy
1080,my daughter feels angry,anger
1081,my daughter feels furious,anger
1082,my daughter feels irritated,anger
1083,my daughter feels enraged,anger
1084,my daughter feels annoyed,anger
1085,my daughter feels sad,sadness
1086,my daughter feels depressed,sadness
1087,my daughter feels devastated,sadness
1088,my daughter feels miserable,sadness
1089,my daughter feels dissapointed,sadness
1090,my daughter feels terrified,fear
1091,my daughter feels discouraged,fear
1092,my daughter feels scared,fear
1093,my daughter feels anxious,fear
1094,my daughter feels fearful,fear
1095,my daughter feels happy,joy
1096,my daughter feels ecstatic,joy
1097,my daughter feels glad,joy
1098,my daughter feels relieved,joy
1099,my daughter feels excited,joy
1100,my wife feels angry,anger
1101,my wife feels furious,anger
1102,my wife feels irritated,anger
1103,my wife feels enraged,anger
1104,my wife feels annoyed,anger
1105,my wife feels sad,sadness
1106,my wife feels depressed,sadness
1107,my wife feels devastated,sadness
1108,my wife feels miserable,sadness
1109,my wife feels dissapointed,sadness
1110,my wife feels terrified,fear
1111,my wife feels discouraged,fear
1112,my wife feels scared,fear
1113,my wife feels anxious,fear
1114,my wife feels fearful,fear
1115,my wife feels happy,joy
1116,my wife feels ecstatic,joy
1117,my wife feels glad,joy
1118,my wife feels relieved,joy
1119,my wife feels excited,joy
1120,my girlfriend feels angry,anger
1121,my girlfriend feels furious,anger
1122,my girlfriend feels irritated,anger
1123,my girlfriend feels enraged,anger
1124,my girlfriend feels annoyed,anger
1125,my girlfriend feels sad,sadness
1126,my girlfriend feels depressed,sadness
1127,my girlfriend feels devastated,sadness
1128,my girlfriend feels miserable,sadness
1129,my girlfriend feels dissapointed,sadness
1130,my girlfriend feels terrified,fear
1131,my girlfriend feels discouraged,fear
1132,my girlfriend feels scared,fear
1133,my girlfriend feels anxious,fear
1134,my girlfriend feels fearful,fear
1135,my girlfriend feels happy,joy
1136,my girlfriend feels ecstatic,joy
1137,my girlfriend feels glad,joy
1138,my girlfriend feels relieved,joy
1139,my girlfriend feels excited,joy
1140,my mother feels angry,anger
1141,my mother feels furious,anger
1142,my mother feels irritated,anger
1143,my mother feels enraged,anger
1144,my mother feels annoyed,anger
1145,my mother feels sad,sadness
1146,my mother feels depressed,sadness
1147,my mother feels devastated,sadness
1148,my mother feels miserable,sadness
1149,my mother feels dissapointed,sadness
1150,my mother feels terrified,fear
1151,my mother feels discouraged,fear
1152,my mother feels scared,fear
1153,my mother feels anxious,fear
1154,my mother feels fearful,fear
1155,my mother feels happy,joy
1156,my mother feels ecstatic,joy
1157,my mother feels glad,joy
1158,my mother feels relieved,joy
1159,my mother feels excited,joy
1160,my aunt feels angry,anger
1161,my aunt feels furious,anger
1162,my aunt feels irritated,anger
1163,my aunt feels enraged,anger
1164,my aunt feels annoyed,anger
1165,my aunt feels sad,sadness
1166,my aunt feels depressed,sadness
1167,my aunt feels devastated,sadness
1168,my aunt feels miserable,sadness
1169,my aunt feels dissapointed,sadness
1170,my aunt feels terrified,fear
1171,my aunt feels discouraged,fear
1172,my aunt feels scared,fear
1173,my aunt feels anxious,fear
1174,my aunt feels fearful,fear
1175,my aunt feels happy,joy
1176,my aunt feels ecstatic,joy
1177,my aunt feels glad,joy
1178,my aunt feels relieved,joy
1179,my aunt feels excited,joy
1180,my mom feels angry,anger
1181,my mom feels furious,anger
1182,my mom feels irritated,anger
1183,my mom feels enraged,anger
1184,my mom feels annoyed,anger
1185,my mom feels sad,sadness
1186,my mom feels depressed,sadness
1187,my mom feels devastated,sadness
1188,my mom feels miserable,sadness
1189,my mom feels dissapointed,sadness
1190,my mom feels terrified,fear
1191,my mom feels discouraged,fear
1192,my mom feels scared,fear
1193,my mom feels anxious,fear
1194,my mom feels fearful,fear
1195,my mom feels happy,joy
1196,my mom feels ecstatic,joy
1197,my mom feels glad,joy
1198,my mom feels relieved,joy
1199,my mom feels excited,joy
1200,the situation makes alonzo feel angry,anger
1201,the situation makes alonzo feel furious,anger
1202,the situation makes alonzo feel irritated,anger
1203,the situation makes alonzo feel enraged,anger
1204,the situation makes alonzo feel annoyed,anger
1205,the situation makes alonzo feel sad,sadness
1206,the situation makes alonzo feel depressed,sadness
1207,the situation makes alonzo feel devastated,sadness
1208,the situation makes alonzo feel miserable,sadness
1209,the situation makes alonzo feel dissapointed,sadness
1210,the situation makes alonzo feel terrified,fear
1211,the situation makes alonzo feel discouraged,fear
1212,the situation makes alonzo feel scared,fear
1213,the situation makes alonzo feel anxious,fear
1214,the situation makes alonzo feel fearful,fear
1215,the situation makes alonzo feel happy,joy
1216,the situation makes alonzo feel ecstatic,joy
1217,the situation makes alonzo feel glad,joy
1218,the situation makes alonzo feel relieved,joy
1219,the situation makes alonzo feel excited,joy
1220,the situation makes jamel feel angry,anger
1221,the situation makes jamel feel furious,anger
1222,the situation makes jamel feel irritated,anger
1223,the situation makes jamel feel enraged,anger
1224,the situation makes jamel feel annoyed,anger
1225,the situation makes jamel feel sad,sadness
1226,the situation makes jamel feel depressed,sadness
1227,the situation makes jamel feel devastated,sadness
1228,the situation makes jamel feel miserable,sadness
1229,the situation makes jamel feel dissapointed,sadness
1230,the situation makes jamel feel terrified,fear
1231,the situation makes jamel feel discouraged,fear
1232,the situation makes jamel feel scared,fear
1233,the situation makes jamel feel anxious,fear
1234,the situation makes jamel feel fearful,fear
1235,the situation makes jamel feel happy,joy
1236,the situation makes jamel feel ecstatic,joy
1237,the situation makes jamel feel glad,joy
1238,the situation makes jamel feel relieved,joy
1239,the situation makes jamel feel excited,joy
1240,the situation makes alphonse feel angry,anger
1241,the situation makes alphonse feel furious,anger
1242,the situation makes alphonse feel irritated,anger
1243,the situation makes alphonse feel enraged,anger
1244,the situation makes alphonse feel annoyed,anger
1245,the situation makes alphonse feel sad,sadness
1246,the situation makes alphonse feel depressed,sadness
1247,the situation makes alphonse feel devastated,sadness
1248,the situation makes alphonse feel miserable,sadness
1249,the situation makes alphonse feel dissapointed,sadness
1250,the situation makes alphonse feel terrified,fear
1251,the situation makes alphonse feel discouraged,fear
1252,the situation makes alphonse feel scared,fear
1253,the situation makes alphonse feel anxious,fear
1254,the situation makes alphonse feel fearful,fear
1255,the situation makes alphonse feel happy,joy
1256,the situation makes alphonse feel ecstatic,joy
1257,the situation makes alphonse feel glad,joy
1258,the situation makes alphonse feel relieved,joy
1259,the situation makes alphonse feel excited,joy
1260,the situation makes jerome feel angry,anger
1261,the situation makes jerome feel furious,anger
1262,the situation makes jerome feel irritated,anger
1263,the situation makes jerome feel enraged,anger
1264,the situation makes jerome feel annoyed,anger
1265,the situation makes jerome feel sad,sadness
1266,the situation makes jerome feel depressed,sadness
1267,the situation makes jerome feel devastated,sadness
1268,the situation makes jerome feel miserable,sadness
1269,the situation makes jerome feel dissapointed,sadness
1270,the situation makes jerome feel terrified,fear
1271,the situation makes jerome feel discouraged,fear
1272,the situation makes jerome feel scared,fear
1273,the situation makes jerome feel anxious,fear
1274,the situation makes jerome feel fearful,fear
1275,the situation makes jerome feel happy,joy
1276,the situation makes jerome feel ecstatic,joy
1277,the situation makes jerome feel glad,joy
1278,the situation makes jerome feel relieved,joy
1279,the situation makes jerome feel excited,joy
1280,the situation makes leroy feel angry,anger
1281,the situation makes leroy feel furious,anger
1282,the situation makes leroy feel irritated,anger
1283,the situation makes leroy feel enraged,anger
1284,the situation makes leroy feel annoyed,anger
1285,the situation makes leroy feel sad,sadness
1286,the situation makes leroy feel depressed,sadness
1287,the situation makes leroy feel devastated,sadness
1288,the situation makes leroy feel miserable,sadness
1289,the situation makes leroy feel dissapointed,sadness
1290,the situation makes leroy feel terrified,fear
1291,the situation makes leroy feel discouraged,fear
1292,the situation makes leroy feel scared,fear
1293,the situation makes leroy feel anxious,fear
1294,the situation makes leroy feel fearful,fear
1295,the situation makes leroy feel happy,joy
1296,the situation makes leroy feel ecstatic,joy
1297,the situation makes leroy feel glad,joy
1298,the situation makes leroy feel relieved,joy
1299,the situation makes leroy feel excited,joy
1300,the situation makes torrance feel angry,anger
1301,the situation makes torrance feel furious,anger
1302,the situation makes torrance feel irritated,anger
1303,the situation makes torrance feel enraged,anger
1304,the situation makes torrance feel annoyed,anger
1305,the situation makes torrance feel sad,sadness
1306,the situation makes torrance feel depressed,sadness
1307,the situation makes torrance feel devastated,sadness
1308,the situation makes torrance feel miserable,sadness
1309,the situation makes torrance feel dissapointed,sadness
1310,the situation makes torrance feel terrified,fear
1311,the situation makes torrance feel discouraged,fear
1312,the situation makes torrance feel scared,fear
1313,the situation makes torrance feel anxious,fear
1314,the situation makes torrance feel fearful,fear
1315,the situation makes torrance feel happy,joy
1316,the situation makes torrance feel ecstatic,joy
1317,the situation makes torrance feel glad,joy
1318,the situation makes torrance feel relieved,joy
1319,the situation makes torrance feel excited,joy
1320,the situation makes darnell feel angry,anger
1321,the situation makes darnell feel furious,anger
1322,the situation makes darnell feel irritated,anger
1323,the situation makes darnell feel enraged,anger
1324,the situation makes darnell feel annoyed,anger
1325,the situation makes darnell feel sad,sadness
1326,the situation makes darnell feel depressed,sadness
